k	chi
0	0.0
1	0.9734197501043589
2	0.9679094919365202
4	0.9675257170215581
8	0.8541503593314771
16	0.6499928399134247
32	0.5902141502082805
64	0.22406034229023922
128	0.21708826478209334
256	0.19082267865646324
512	0.19171391734605334
1024	0.12406157894178496
2048	0.10306855769829895
4096	0.1035816895264799
8192	0.10177445726512784
16384	0.09472606147637479
32768	0.09164522891181448
65536	0.08978086064903658
131072	0.09158313523627146
262144	0.0884918532455756
524288	0.08859281664366493
1048576	0.0897075831711939
2097152	0.08877974585208079
4194304	0.08878906752297192
