k	chi
0	0.0
1	0.9203862532284026
2	0.8358987397378489
4	0.8358987397378489
8	0.6182697167739786
16	0.4095267237057561
32	0.20152775335243236
64	0.2342190635632977
128	0.15535716270212757
256	0.08463765087494146
512	0.059302507137749115
1024	0.04484212599024571
2048	0.0548202216752972
4096	0.03388448560551226
8192	0.024735682187814592
16384	0.011857650973456974
32768	0.007302962443814631
65536	0.008831075644599947
131072	0.005953937822573943
262144	0.0035862876548501286
524288	0.0018092350200858377
1048576	0.0023502163543556278
2097152	0.001525738688520959
4194304	0.0015379285258280276
